  #| i-cache size|i-cache assoc|d-cache size|d-cache assoc|l2-cache size|l2-cache assoc|cache line size| avg. cpi
373|      64     |      4      |     16     |      4      |     2048    |      8       |       32      |  4.30  
374|     128     |      2      |     16     |      4      |     2048    |      8       |       32      |  4.30  
375|     128     |      4      |     16     |      4      |     2048    |      8       |       32      |  4.30  
376|      32     |      2      |     16     |      4      |     2048    |      8       |       32      |  4.30  
377|     128     |      1      |     16     |      8      |     2048    |      8       |       32      |  4.30  
378|     128     |      1      |     16     |      4      |     2048    |      8       |       32      |  4.30  
379|      64     |      1      |     32     |      2      |     2048    |      8       |       32      |  4.31  
380|      16     |      4      |     32     |      2      |     2048    |      8       |       32      |  4.31  
381|     128     |      2      |     32     |      2      |     2048    |      8       |       32      |  4.31  
382|      64     |      4      |     32     |      2      |     2048    |      8       |       32      |  4.31  
383|     128     |      4      |     32     |      2      |     2048    |      8       |       32      |  4.31  
384|      32     |      4      |     32     |      2      |     2048    |      8       |       32      |  4.31  
385|      32     |      2      |     32     |      2      |     2048    |      8       |       32      |  4.31  
386|      64     |      2      |     32     |      2      |     2048    |      8       |       32      |  4.31  
387|     128     |      1      |     32     |      2      |     2048    |      8       |       32      |  4.31  
388|      32     |      2      |     16     |      2      |     2048    |      8       |       32      |  4.31  
389|      16     |      4      |     16     |      2      |     2048    |      8       |       32      |  4.31  
390|      64     |      2      |     16     |      2      |     2048    |      8       |       32      |  4.31  
391|      64     |      4      |     16     |      2      |     2048    |      8       |       32      |  4.31  
392|     128     |      4      |     16     |      2      |     2048    |      8       |       32      |  4.31  
393|     128     |      2      |     16     |      2      |     2048    |      8       |       32      |  4.31  
394|      32     |      4      |     16     |      2      |     2048    |      8       |       32      |  4.31  
395|      64     |      1      |     16     |      2      |     2048    |      8       |       32      |  4.31  
396|     128     |      1      |     16     |      2      |     2048    |      8       |       32      |  4.31  
397|      16     |      2      |    128     |      8      |     2048    |      8       |       32      |  4.32  
398|      16     |      2      |    128     |      2      |     2048    |      8       |       32      |  4.32  
399|      16     |      2      |    128     |      4      |     2048    |      8       |       32      |  4.32  
400|      16     |      2      |     32     |      8      |     2048    |      8       |       32      |  4.32  
401|      16     |      2      |     32     |      4      |     2048    |      8       |       32      |  4.32  
402|      16     |      2      |     64     |      8      |     2048    |      8       |       32      |  4.32  
403|      16     |      2      |     64     |      4      |     2048    |      8       |       32      |  4.32  
404|      16     |      2      |     64     |      2      |     2048    |      8       |       32      |  4.32  
405|      16     |      2      |     16     |      8      |     2048    |      8       |       32      |  4.32  
406|      16     |      2      |     16     |      4      |     2048    |      8       |       32      |  4.32  
407|      16     |      2      |     32     |      2      |     2048    |      8       |       32      |  4.32  
408|      16     |      2      |     16     |      2      |     2048    |      8       |       32      |  4.33  
409|      32     |      1      |    128     |      2      |     2048    |      8       |       32      |  4.33  
410|      32     |      1      |    128     |      8      |     2048    |      8       |       32      |  4.33  
411|      32     |      1      |    128     |      4      |     2048    |      8       |       32      |  4.33  
412|      32     |      1      |     64     |      8      |     2048    |      8       |       32      |  4.33  
413|      32     |      1      |     64     |      4      |     2048    |      8       |       32      |  4.33  
414|      32     |      1      |     16     |      8      |     2048    |      8       |       32      |  4.33  
415|      32     |      1      |     32     |      8      |     2048    |      8       |       32      |  4.33  
416|      32     |      1      |     32     |      4      |     2048    |      8       |       32      |  4.33  
417|      32     |      1      |     64     |      2      |     2048    |      8       |       32      |  4.33  
418|      32     |      1      |     16     |      4      |     2048    |      8       |       32      |  4.33  
419|      32     |      1      |     32     |      2      |     2048    |      8       |       32      |  4.34  
420|      32     |      1      |     16     |      2      |     2048    |      8       |       32      |  4.34  
421|      16     |      1      |    128     |      2      |     2048    |      8       |       32      |  4.37  
422|      16     |      1      |    128     |      8      |     2048    |      8       |       32      |  4.37  
423|      16     |      1      |    128     |      4      |     2048    |      8       |       32      |  4.37  
424|      16     |      1      |     16     |      4      |     2048    |      8       |       32      |  4.38  
425|      16     |      1      |     64     |      8      |     2048    |      8       |       32      |  4.38  
426|      16     |      1      |     64     |      4      |     2048    |      8       |       32      |  4.38  
427|      16     |      1      |     64     |      2      |     2048    |      8       |       32      |  4.38  
428|      16     |      1      |     32     |      8      |     2048    |      8       |       32      |  4.38  
429|      16     |      1      |     32     |      4      |     2048    |      8       |       32      |  4.38  
430|      16     |      1      |     16     |      8      |     2048    |      8       |       32      |  4.38  
431|      16     |      1      |     32     |      2      |     2048    |      8       |       32      |  4.38  
432|      16     |      1      |     16     |      2      |     2048    |      8       |       32      |  4.38  
